Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
J1,Conn_Coaxial,KH-BNC50-3511,66.016,-52.785,0.0,top
J2,Conn_Coaxial,KH-BNC50-3511,86.728,-52.785,0.0,top
J3,Conn_Coaxial,KH-BNC50-3511,128.152,-52.785,0.0,top
J4,DB25_Pins_MountingHoles,TE-5747842-4,230.242,-70.94,90.0,top
J5,Conn_Coaxial,KH-BNC50-3511,107.44,-52.785,0.0,top
J6,Conn_Coaxial,KH-BNC50-3511,169.576,-52.785,0.0,top
J7,Conn_Coaxial,KH-BNC50-3511,148.864,-52.785,0.0,top
J8,Conn_Coaxial,KH-BNC50-3511,211.0,-52.785,0.0,top
J9,Conn_Coaxial,KH-BNC50-3511,190.288,-52.785,0.0,top
